City_Id,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
40,lebu,-37.6167,-73.65,52.16,70,66,4.83,CL,1660154519
41,punta arenas,-53.15,-70.9167,46.11,70,96,10.02,CL,1660154522
42,popondetta,-8.7537,148.2534,72.45,96,100,2.1,PG,1660154525
43,cape town,-33.9258,18.4232,58.1,92,75,12.66,ZA,1660154481
44,ushuaia,-54.8,-68.3,41.86,85,100,2.64,AR,1660154529
45,carnarvon,-24.8667,113.6333,59.05,52,0,16.22,AU,1660154532
46,east london,-33.0153,27.9116,64.11,73,75,4.29,ZA,1660154434
47,butaritari,3.0707,172.7902,81.57,77,94,17.63,KI,1660154536
48,joshimath,30.5667,79.5667,73.35,96,98,3.38,IN,1660154539
49,trairi,-3.2778,-39.2689,83.55,58,17,16.17,BR,1660154518
50,hermanus,-34.4187,19.2345,55.8,87,100,8.66,ZA,1660154543
51,synya,65.3718,58.0387,51.66,64,98,4.7,RU,1660154546
52,krasnoselkup,65.7,82.4667,48.63,65,24,10.29,RU,1660154548
53,coquimbo,-29.9533,-71.3436,61.65,64,100,7.81,CL,1660154551
54,talnakh,69.4865,88.3972,47.39,84,100,5.77,RU,1660154553
55,novo aripuana,-5.1206,-60.3797,94.91,36,31,5.17,BR,1660154556
56,port alfred,-33.5906,26.891,61.18,83,85,7.23,ZA,1660154558
57,mehamn,71.0357,27.8492,60.71,88,75,13.8,NO,1660154561
58,katsuura,35.1333,140.3,80.69,91,88,13.09,JP,1660154563
59,albany,42.6001,-73.9662,78.17,70,66,4.92,US,1660154408
60,mahebourg,-20.4081,57.7,69.26,70,70,22.3,MU,1660154568
61,new norfolk,-42.7826,147.0587,42.3,75,84,2.44,AU,1660154570
62,pitimbu,-7.4706,-34.8086,82.99,68,6,11.74,BR,1660154573
63,san quintin,30.4833,-115.95,79.38,62,37,9.95,MX,1660154575
64,celestun,20.8667,-90.4,86.83,61,25,4.41,MX,1660154578
65,hithadhoo,-0.6,73.0833,82.36,73,64,8.01,MV,1660154580
66,hobart,-42.8794,147.3294,42.66,82,93,8.05,AU,1660154585
67,ribeira grande,38.5167,-28.7,75.6,78,40,3.44,PT,1660154587
68,port elizabeth,-33.918,25.5701,59.31,90,71,5.01,ZA,1660154479
69,la rioja,42.25,-2.5,89.38,42,62,1.05,ES,1660154592
70,honiara,-9.4333,159.95,76.06,86,50,3.91,SB,1660154594
71,uyuni,-20.4597,-66.825,50.95,8,0,11.5,BO,1660154599
72,codrington,-38.2667,141.9667,48.42,90,100,18.41,AU,1660154602
73,chuzhou,32.3219,118.2978,82.98,75,84,1.95,CN,1660154425
74,provideniya,64.3833,-173.3,50.23,89,100,6.13,RU,1660154606
75,adrar,20.5022,-10.0711,106.61,10,14,8.61,MR,1660154609
76,tasiilaq,65.6145,-37.6368,39.36,81,34,6.8,GL,1660154611
77,lorengau,-2.0226,147.2712,80.31,80,100,7.07,PG,1660154500
78,barrow,71.2906,-156.7887,44.62,93,100,12.66,US,1660154616
79,namibe,-15.1961,12.1522,62.69,89,12,8.88,AO,1660154621
80,okhotsk,59.3833,143.3,56.37,93,100,4.41,RU,1660154623
81,buraydah,26.326,43.975,102.92,14,43,15.32,SA,1660154628
82,asau,46.4333,26.4,67.12,90,90,4.76,RO,1660154630
83,havelock,34.8791,-76.9013,96.06,70,34,1.99,US,1660154632
84,oranjemund,-28.55,16.4333,55.06,89,93,9.33,NA,1660154635
85,katobu,-4.9408,122.5276,72.46,96,85,3.65,ID,1660154637
86,chokurdakh,70.6333,147.9167,52.41,69,0,8.79,RU,1660154640
87,strai,58.2,7.9,72.19,52,0,14.97,NO,1660154642
88,quipapa,-8.8278,-36.0117,75.18,70,84,4.12,BR,1660154645
89,atuona,-9.8,-139.0333,77.59,77,12,21.9,PF,1660154647
90,khatanga,71.9667,102.5,45.3,68,97,13.94,RU,1660154650
91,beira,-19.8436,34.8389,71.69,88,0,8.05,MZ,1660154634
92,yaan,7.3833,8.5667,75.43,90,94,6.04,NG,1660154655
93,kaitangata,-46.2817,169.8464,37.4,85,97,1.41,NZ,1660154657
94,kavaratti,10.5669,72.642,81.97,80,55,22.86,IN,1660154659
95,san patricio,28.017,-97.5169,96.17,39,6,7.96,US,1660154662
96,orsta,62.2029,6.1272,68.45,59,100,11.5,NO,1660154664
97,gamboma,-1.8764,15.8644,86.68,33,51,3.58,CG,1660154667
98,nikolskoye,59.7035,30.7861,66.09,73,21,3.98,RU,1660154669
99,myatlevo,54.8969,35.6762,60.71,83,97,4.99,RU,1660154672
100,vardo,70.3705,31.1107,57.18,94,75,10.36,NO,1660154674
101,kichera,55.9375,110.0997,54.97,85,63,1.72,RU,1660154677
102,imbituba,-28.24,-48.6703,59.86,99,100,17.0,BR,1660154527
103,kolondieba,11.0882,-6.8926,81.75,74,76,3.6,ML,1660154681
104,karabuk,41.2049,32.6277,69.33,74,26,3.36,TR,1660154684
105,beringovskiy,63.05,179.3167,52.59,86,48,9.51,RU,1660154686
106,pangnirtung,66.1451,-65.7125,45.19,81,90,2.15,CA,1660154689
107,lata,40.1629,-8.3327,76.68,59,1,7.83,PT,1660154691
108,hirara,24.8,125.2833,84.99,70,2,7.78,JP,1660154696
109,mar del plata,-38.0023,-57.5575,57.94,57,51,1.99,AR,1660154404
110,faanui,-16.4833,-151.75,76.44,73,0,5.37,PF,1660154700
111,victoria,22.2855,114.1577,83.32,88,100,13.0,HK,1660154703
112,gladstone,-23.85,151.25,60.73,67,75,6.91,AU,1660154705
113,leningradskiy,69.3833,178.4167,41.63,92,98,4.56,RU,1660154708
114,cairns,-16.9167,145.7667,68.07,92,75,10.36,AU,1660154713
115,bethel,41.3712,-73.414,85.15,58,74,1.01,US,1660154426
116,turukhansk,65.8167,87.9833,45.59,78,24,7.78,RU,1660154717
117,yumen,40.2833,97.2,80.85,47,6,17.4,CN,1660154720
118,buta,2.7858,24.73,76.03,74,100,1.39,CD,1660154722
119,champerico,14.3,-91.9167,84.04,66,77,4.34,GT,1660154725
120,luwuk,-0.9516,122.7875,76.82,91,93,5.12,ID,1660154727
121,riverton,40.5219,-111.9391,92.28,36,0,1.99,US,1660154508
122,srednekolymsk,67.45,153.6833,57.85,80,6,4.88,RU,1660154732
123,makat,47.6469,53.3463,92.23,23,66,9.31,KZ,1660154734
124,plettenberg bay,-34.0527,23.3716,57.16,90,89,4.85,ZA,1660154622
125,saskylakh,71.9167,114.0833,50.5,72,72,10.54,RU,1660154743
126,tukrah,32.5341,20.5791,82.29,57,0,8.41,LY,1660154746
127,urubicha,-15.3833,-62.95,81.75,15,0,5.3,BO,1660154748
128,clyde river,70.4692,-68.5914,44.13,66,86,3.04,CA,1660154751
129,oga,46.4631,10.347,66.74,79,86,4.76,IT,1660154753
130,moron,-34.6534,-58.6198,60.01,57,90,6.33,AR,1660154756
131,ewa beach,21.3156,-158.0072,81.77,69,40,19.57,US,1660154758
132,patacamaya,-17.2333,-67.9167,54.63,22,2,0.6,BO,1660154763
133,road town,18.4167,-64.6167,89.69,70,20,11.5,VG,1660154765
134,wellington,-41.2866,174.7756,45.07,82,75,24.16,NZ,1660154768
135,pisco,-13.7,-76.2167,63.01,77,75,11.5,PE,1660154770
136,batagay-alyta,67.8006,130.4114,54.12,76,11,0.96,RU,1660154773
137,hilo,19.7297,-155.09,87.28,89,100,3.44,US,1660154775
138,qaanaaq,77.484,-69.3632,38.17,63,7,3.22,GL,1660154778
139,maceio,-9.6658,-35.7353,85.44,54,0,10.36,BR,1660154780
140,coos bay,43.3665,-124.2179,73.99,86,40,8.05,US,1660154783
141,ugoofaaru,5.6667,73.0,80.96,84,37,14.23,MV,1660154785
142,sitka,57.0531,-135.33,57.09,82,100,3.44,US,1660154792
143,bam,29.106,58.357,94.33,15,52,16.82,IR,1660154531
144,avarua,-21.2078,-159.775,66.25,94,6,2.3,CK,1660154775
145,grand-santi,4.25,-54.3833,86.27,60,69,0.98,GF,1660154801
146,valdivia,-39.8142,-73.2459,54.3,67,71,3.83,CL,1660154532
147,najran,17.4924,44.1277,88.12,31,89,5.55,SA,1660154808
148,pritzwalk,53.1494,12.1741,78.58,36,11,5.59,DE,1660154810
149,praya,14.9215,-23.5087,84.74,74,75,13.8,CV,1660154813
150,lewiston,44.1003,-70.2148,73.92,86,100,0.0,US,1660154538
151,vanderhoof,54.0166,-124.0198,77.16,38,0,1.88,CA,1660154817
152,panaba,21.2833,-88.2667,93.33,45,25,8.66,MX,1660154820
153,bredasdorp,-34.5322,20.0403,54.05,92,100,4.61,ZA,1660154822
154,kupang,-10.1667,123.5833,74.19,82,90,3.83,ID,1660154825
155,huarmey,-10.0681,-78.1522,68.5,67,45,10.87,PE,1660154827
156,dedougou,12.4667,-3.4667,84.78,65,71,1.48,BF,1660154830
157,kutum,14.2,24.6667,76.78,63,68,1.25,SD,1660154834
158,klaksvik,62.2266,-6.589,54.52,82,93,25.12,FO,1660154837
159,tuatapere,-46.1333,167.6833,36.34,90,91,3.4,NZ,1660154839
160,dubbo,-32.25,148.6167,50.13,76,91,9.22,AU,1660154842
161,labuhan,-6.8844,112.2051,77.67,87,57,7.34,ID,1660154844
162,nurota,40.5614,65.6886,75.9,25,0,9.78,UZ,1660154847
163,kawalu,-7.3817,108.2082,72.55,97,94,0.58,ID,1660154646
164,sur,22.5667,59.5289,86.47,64,97,16.17,OM,1660154851
165,sambava,-14.2667,50.1667,70.97,71,58,17.18,MG,1660154854
166,broken hill,-31.95,141.4333,55.33,50,100,25.19,AU,1660154856
167,arraial do cabo,-22.9661,-42.0278,73.26,78,75,5.75,BR,1660154859
168,sangar,63.9242,127.4739,53.56,88,0,3.51,RU,1660154861
169,mana,5.6592,-53.7767,86.34,64,91,10.0,GF,1660154864
170,udachnyy,66.4167,112.4,59.72,80,100,5.77,RU,1660154866
171,bayir,37.2687,28.2167,75.72,56,33,3.22,TR,1660154868
172,hofn,64.2539,-15.2082,55.42,71,20,13.8,IS,1660154871
173,kapoeta,4.7717,33.5903,81.54,49,100,3.76,SS,1660154873
174,bilibino,68.0546,166.4372,57.81,94,36,1.63,RU,1660154876
175,kruisfontein,-34.0033,24.7314,54.75,90,100,4.72,ZA,1660154771
176,atbasar,51.8,68.3333,66.85,56,74,9.15,KZ,1660154881
177,olden,61.8364,6.8064,66.11,82,97,9.22,NO,1660154883
178,goure,13.9835,10.2704,95.36,30,79,6.93,NE,1660154886
179,aras,42.5617,-2.356,93.61,21,0,5.75,ES,1660154888
180,srinivaspur,13.3333,78.2167,71.06,76,81,15.17,IN,1660154891
181,bonthe,7.5264,-12.505,77.4,87,94,10.07,SL,1660154893
182,thompson,55.7435,-97.8558,70.3,34,1,5.93,CA,1660154896
183,alenquer,-1.9417,-54.7383,97.61,27,36,6.13,BR,1660154898
184,ati,13.2154,18.3353,79.63,70,99,7.99,TD,1660154901
185,los llanos de aridane,28.6585,-17.9182,72.12,81,75,11.5,ES,1660154903
186,lagoa,39.05,-27.9833,71.15,70,37,7.9,PT,1660154905
187,marsaxlokk,35.8419,14.5431,84.81,61,20,6.91,MT,1660154908
188,sao filipe,14.8961,-24.4956,78.96,87,74,7.45,CV,1660154910
189,quatre cocos,-20.2078,57.7625,69.1,70,72,22.53,MU,1660154913
190,saint george,37.1041,-113.5841,91.26,42,0,3.0,US,1660154915
191,acapulco,16.8634,-99.8901,82.22,83,100,5.75,MX,1660154794
192,galesong,-5.3166,119.3661,77.02,86,100,5.73,ID,1660154920
193,arvika,59.6553,12.5852,72.21,65,73,9.66,SE,1660154922
194,le port,-20.9373,55.2919,68.25,57,33,4.72,RE,1660154927
195,dudinka,69.4058,86.1778,49.62,83,100,6.76,RU,1660154929
196,yulara,-25.2406,130.9889,52.36,63,100,5.48,AU,1660154932
197,mandera,3.9366,41.867,82.36,54,93,20.11,KE,1660154934
198,at-bashi,41.1702,75.8106,59.83,51,65,2.3,KG,1660154937
199,brae,60.3964,-1.353,57.51,94,95,19.3,GB,1660154941
200,urucara,-2.5364,-57.76,98.96,23,20,4.76,BR,1660154944
201,nadym,65.5333,72.5167,55.49,57,97,7.49,RU,1660154947
202,biltine,14.5333,20.9167,80.31,71,92,10.78,TD,1660154949
203,deputatskiy,69.3,139.9,48.38,86,4,1.01,RU,1660154952
204,maxixe,-23.8597,35.3472,70.3,81,59,7.74,MZ,1660154954
205,mitsamiouli,-11.3847,43.2844,76.35,73,42,8.14,KM,1660154957
206,pevek,69.7008,170.3133,36.28,97,78,5.06,RU,1660154959
207,saint-pierre,-21.3393,55.4781,67.91,73,0,27.63,RE,1660154961
208,cidreira,-30.1811,-50.2056,61.83,65,95,10.83,BR,1660154964
209,kalat,29.0225,66.5916,76.89,55,34,5.53,PK,1660154966
210,ayutla,20.1167,-104.3333,75.15,62,98,1.79,MX,1660154969
211,kuli,42.0185,47.2434,55.65,83,37,7.18,RU,1660154971
212,grindavik,63.8424,-22.4338,50.47,87,75,12.66,IS,1660154735
213,altay,47.8667,88.1167,70.93,45,100,2.73,CN,1660154976
214,saint-augustin,51.226,-58.6502,66.81,47,1,10.74,CA,1660154978
215,nabire,-3.3667,135.4833,74.55,90,76,3.27,ID,1660154981
216,olafsvik,64.8945,-23.7142,48.6,81,93,10.2,IS,1660154983
217,alta floresta,-9.8756,-56.0861,92.66,29,13,5.48,BR,1660154986
218,olenino,56.2092,33.4889,60.44,67,93,5.28,RU,1660154988
219,nha trang,12.25,109.1833,80.6,82,100,4.99,VN,1660154991
220,dire,12.2833,-10.9667,78.12,94,100,4.88,ML,1660154993
221,ixtapa,20.7,-105.2,87.22,70,100,8.05,MX,1660154995
222,walvis bay,-22.9575,14.5053,54.09,90,18,8.97,NA,1660154998
223,mount darwin,-16.7725,31.5838,64.17,41,0,3.91,ZW,1660155000
224,belgrade,44.804,20.4651,82.38,44,0,9.22,RS,1660154812
225,pumiao,22.75,108.4833,76.5,95,100,10.58,CN,1660155005
226,gizo,-8.103,156.8419,80.38,77,93,4.45,SB,1660155008
227,houston,29.7633,-95.3633,97.95,55,40,6.91,US,1660154451
228,jiujiang,29.7333,115.9833,85.62,60,99,2.62,CN,1660155013
229,dingle,10.9995,122.6711,75.51,90,99,1.7,PH,1660155015
230,port hardy,50.6996,-127.4199,63.93,78,36,2.71,CA,1660155018
231,mandalgovi,45.7625,106.2708,68.74,56,9,6.69,MN,1660155020
232,kapaa,22.0752,-159.319,78.12,85,75,14.97,US,1660155023
233,macenta,8.5435,-9.471,71.37,99,85,2.55,GN,1660155025
234,monrovia,6.3005,-10.7969,76.69,84,97,13.09,LR,1660155028
235,korla,41.7597,86.1469,89.98,24,82,14.16,CN,1660155030
236,malakal,9.5334,31.6605,73.74,94,100,4.65,SS,1660155033
237,trofors,65.5333,13.4063,60.67,90,100,15.08,NO,1660155035
238,diamantino,-14.4086,-56.4461,75.96,31,96,11.07,BR,1660155040
239,cabo san lucas,22.8909,-109.9124,94.6,62,20,10.36,MX,1660154806
240,benalla,-36.55,145.9833,44.85,78,100,8.37,AU,1660155044
241,manakara,-22.1333,48.0167,67.59,72,96,8.34,MG,1660155047
242,saint-paul,-21.0096,55.2707,69.37,69,36,0.89,RE,1660155050
243,borova,50.1763,30.1043,67.24,62,100,6.53,UA,1660155052
244,nyrob,60.733,56.7202,60.51,99,82,5.3,RU,1660155054
245,reoti,25.85,84.3833,84.09,69,55,17.78,IN,1660154896
246,teya,60.3778,92.6267,56.48,97,50,2.64,RU,1660155059
247,castel goffredo,45.2986,10.4754,86.85,46,1,8.05,IT,1660155062
